,index,mismatch,hpv16_cin_fn_k,hpv16_dur_cin_par1,hpv18_cin_fn_k,hpv18_dur_cin_par1,hi5_cin_fn_k,hi5_dur_cin_par1,hi5_rel_beta,ohr_cin_fn_k,ohr_dur_cin_par1,ohr_rel_beta,beta,f_cross_layer,m_cross_layer
565,565,45.02931981471656,0.8990814892657295,9.072283549908581,0.6168263884537,5.102042091497328,0.6412433736339468,11.800887722606479,0.3514966842923013,0.11786809490042614,7.067948872127215,0.9527521314170694,0.06345315516232555,0.06964342969481595,0.5455186027339177
507,507,45.02931981471656,0.59226140306383,9.339202810082613,0.5173002004282721,2.138335752391101,0.43797310100349424,3.532232243923759,0.41990275525244614,0.030240136154933643,6.6217379629949376,0.22380594474350468,0.2471328880251031,0.30072733152413395,0.7174243622660051
462,462,45.02931981471656,0.3170740720991781,8.501998408407855,0.23375619399306202,5.535977416687928,0.1104278138193968,2.1233268201783737,0.6570551777877014,0.15836636072482296,5.008689228829485,0.38025643513354923,0.3220388916507882,0.015575517989821977,0.37745224387563536
5,5,45.02931981471656,0.4744607312375093,8.41052831852339,0.33610985242668356,5.234819453588793,0.39701651691086415,10.918289007143759,0.4600056930677774,0.06057841993259827,9.24193741933731,0.5513184115732679,0.26755103915596123,0.0854829267595657,0.5280271998722725
2743,2743,45.02931981471656,0.5453780055545592,8.190060397373864,0.033895631953072526,3.711987831350515,0.14939283062798303,9.375555601883258,0.4552389757644383,0.43296694679363823,6.298330448795787,0.5069376358540524,0.1830918812705356,0.038317954868523074,0.9828614874175481
2527,2527,45.02931981471656,0.4134497301560165,7.2908562584420995,0.038600641727065656,7.486198044404276,0.004336916937656823,2.8623295571187852,0.4574616993515538,0.19049520709384626,10.802546501572186,0.3646047683645236,0.09490928165069339,0.8881075234570693,0.8799178089617699
2517,2517,45.02931981471656,0.3842876786976667,8.212622492403996,0.7701074797308907,7.099444455113872,0.9372126554060216,3.267991362003305,0.4992637370754614,0.08467986961349457,8.773058223680419,0.06391448396383409,0.4707299412661962,0.03134135619055855,0.7692725759796583
3016,3016,45.02931981471656,0.3936257207866088,10.690106450992275,0.49743214958381093,6.695882041386723,0.470679298362722,2.293179249899835,0.046909342186179516,0.08835818285519255,9.156076150323468,0.2715232909735902,0.40226436120662185,0.27816185309045655,0.9792138817631647
3048,3048,45.02931981471656,0.4932422334595055,9.758155655579733,0.27729850719856863,6.0572651598967,0.34750156655533126,2.873257507629311,0.44250949985667287,0.2001838756970962,8.990340509517708,0.33325937096372554,0.13884585416623915,0.21336574344530213,0.5486633280130051
4992,4992,45.02931981471656,0.2689958533706902,6.989669881355746,0.10700156409961151,7.7847173538754,0.5536875832526138,2.240519480790269,0.37031191651531237,0.016794770114432346,4.383252950887029,0.236179559399151,0.4773709798637064,0.1194830180299902,0.9649289013392642
